station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LGA,1973-05-01T00:00:00Z,-73.8803,40.7794,57.02,41,54.95,180,12,NA,NA,1022,15,NA,CLR,CLR,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.02,KLGA 010000Z AUTO 18012KT 15SM CLR CLR CLR 14/05 RMK 60630 SLP220 T01390050 53012 IEM_DS3505,NA
LGA,1973-05-01T01:00:00Z,-73.8803,40.7794,56.84,41.9,57.27,200,9,NA,30.2,1022.7,15,NA,SCT,NA,NA,NA,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.84,KLGA 010100Z AUTO 20009KT 15SM SCT246 14/06 A3020 RMK SLP227 T01380055 IEM_DS3505,NA
LGA,1973-05-01T02:00:00Z,-73.8803,40.7794,59.9,39.92,47.53,220,10,NA,30.22,1023.4,15,NA,SCT,SCT,NA,NA,9800,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,KLGA 010200Z AUTO 22010KT 15SM SCT098 SCT246 16/04 A3022 RMK SLP234 T01550044 IEM_DS3505,NA
LGA,1973-05-01T03:00:00Z,-73.8803,40.7794,59,41,51.18,240,9,NA,30.24,1024,15,NA,SCT,BKN,CLR,CLR,9800,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KLGA 010300Z AUTO 24009KT 15SM SCT098 BKN246 CLR CLR 15/05 A3024 RMK SLP240 T01500050 52022 IEM_DS3505,NA
LGA,1973-05-01T04:00:00Z,-73.8803,40.7794,57.92,39.92,51.02,230,7,NA,30.25,1024.4,15,NA,SCT,   ,   ,   ,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.92,METAR KLGA 010400Z 23007KT 15SM SCT120 14/04 A3025 RMK SLP244 T01440044,NA
LGA,1973-05-01T05:00:00Z,-73.8803,40.7794,57.92,41,53.2,190,5,NA,30.25,1024.4,9,NA,SCT,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.92,METAR KLGA 010500Z 19005KT 9SM SCT250 14/05 A3025 RMK SLP244 T01440050,NA
LGA,1973-05-01T06:00:00Z,-73.8803,40.7794,57.02,41,54.95,200,5,NA,30.25,1024.4,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.02,METAR KLGA 010600Z 20005KT 8SM CLR 14/05 A//// RMK SLP244 60630 T01390050,NA
LGA,1973-05-01T07:00:00Z,-73.8803,40.7794,53.96,41,61.41,240,4,NA,30.25,1024.4,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.96,METAR KLGA 010700Z 24004KT 8SM CLR 12/05 A3025 RMK SLP244 T01220050,NA
LGA,1973-05-01T08:00:00Z,-73.8803,40.7794,53.96,41,61.41,230,4,NA,30.27,1025.1,9,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.96,METAR KLGA 010800Z 23004KT 9SM CLR 12/05 A3027 RMK SLP251 T01220050,NA
LGA,1973-05-01T09:00:00Z,-73.8803,40.7794,53.06,41,63.47,200,4,NA,30.28,1025.4,8,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.06,METAR KLGA 010900Z 20004KT 8SM CLR 12/05 A3028 RMK SLP254 T01170050,NA
LGA,1973-05-01T10:00:00Z,-73.8803,40.7794,53.96,41.9,63.59,120,3,NA,30.28,1025.4,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.96,METAR KLGA 011000Z 12003KT 7SM CLR 12/06 A3028 RMK FEW AC FEW CI W SLP254 T01220055,NA
LGA,1973-05-01T11:00:00Z,-73.8803,40.7794,54.9,45,69.19,140,4,NA,30.31,NA,3,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,METAR KLGA 011100Z 14004KT 3SM FUDZ BKN090 OVC250 13/07 A3031 RMK SLP264 T01270072,NA
LGA,1973-05-01T12:00:00Z,-73.8803,40.7794,57,44.1,61.95,180,5.04,NA,30.32,NA,3,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,METAR KLGA 011200Z 19005KT 3SM FUDZ BKN/// OVC/// 14/07 A//// RMK SLP268 T01390067,NA
LGA,1973-05-01T13:00:00Z,-73.8803,40.7794,59,45,59.67,180,7.04,NA,30.33,NA,3,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,METAR KLGA 011300Z 18007KT 3SM FUDZ BKN070 OVC250 15/07 A3033 RMK VA SLP271 T01500072,NA
LGA,1973-05-01T14:00:00Z,-73.8803,40.7794,59.9,41,49.56,160,9.04,NA,30.33,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,METAR KLGA 011400Z 16009KT 4SM FUDZ OVC070 16/05 A3033 RMK BINOVC TWR VSBY 3 VA SLP271 T01550050,NA
LGA,1973-05-01T15:00:00Z,-73.8803,40.7794,62.96,39.02,41.18,170,8,NA,30.32,1026.8,10,NA,SCT,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.96,METAR KLGA 011500Z 17008KT 10SM SCT100 17/04 A3032 RMK VA SLP268 8/030 T01720039 50000,NA
LGA,1973-05-01T17:00:00Z,-73.8803,40.7794,63.86,35.96,35.37,150,17,NA,30.32,NA,15,NA,SCT,BKN,   ,   ,18000,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.86,METAR KLGA 011700Z 15017KT 15SM SCT180 BKN220 18/02 A3032 RMK % SLPNO T01770022,NA
LGA,1973-05-01T18:00:00Z,-73.8803,40.7794,66.02,35.96,32.81,170,16,NA,30.3,1026.1,15,NA,BKN,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.02,METAR KLGA 011800Z 17016KT 15SM BKN/// 19/02 A//// RMK SLP261 60035 T01890022,NA
LGA,1973-05-01T19:00:00Z,-73.8803,40.7794,63.86,36.86,36.66,160,14,NA,30.3,1026.1,15,NA,BKN,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.86,METAR KLGA 011900Z 16014KT 15SM BKN250 18/03 A3030 RMK VA SLP261 T01770027,NA
LGA,1973-05-01T20:00:00Z,-73.8803,40.7794,64.94,32,29.08,170,17,NA,30.29,1025.7,15,24,SCT,   ,   ,   ,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.94,METAR KLGA 012000Z 17017G24KT 15SM SCT230 18/00 A3029 RMK FEW AC VA SLP257 T01830000,NA
LGA,1973-05-01T21:00:00Z,-73.8803,40.7794,62.96,39.02,41.18,180,16,NA,30.3,1026.1,15,22,BKN,OVC,   ,   ,10000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.96,METAR KLGA 012100Z 18016G22KT 15SM BKN100 OVC250 17/04 A3030 RMK BINOVC/ VA SLP261 8/036 T01720039 55002,NA
LGA,1973-05-01T22:00:00Z,-73.8803,40.7794,59.9,41.9,51.32,170,13,NA,30.29,1025.7,15,NA,BKN,OVC,   ,   ,7000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,METAR KLGA 012200Z 17013KT 15SM BKN070 OVC200 16/06 A3029 RMK VA SLP257 T01550055,NA
LGA,1973-05-01T23:00:00Z,-73.8803,40.7794,57.92,48.92,71.9,150,13,NA,30.29,1025.7,7,NA,SCT,OVC,   ,   ,4000,7000,NA,NA,-SHRA,NA,NA,NA,NA,NA,NA,57.92,METAR KLGA 012300Z 15013KT 7SM -SHRA SCT040 OVC070 14/09 A3029 RMK RB04 VA SLP257 T01440094,NA
LGA,1973-05-02T00:00:00Z,-73.8803,40.7794,57.02,50,77.32,140,8,0.01,30.3,1026.1,7,NA,SCT,BKN,OVC,   ,NA,NA,NA,NA,-SHRA,NA,NA,NA,NA,NA,NA,57.02,METAR KLGA 020000Z 14008KT 7SM -SHRA SCT/// BKN/// OVC/// 14/10 A//// RMK SLP261 P0001 T01390100,NA
LGA,1973-05-02T01:00:00Z,-73.8803,40.7794,56.84,50,77.83,130,8,NA,30.29,1025.7,7,NA,SCT,OVC,   ,   ,4000,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.84,METAR KLGA 020100Z 13008KT 7SM SCT040 OVC100 14/10 A3029 RMK RE10 SLP257 T01380100,NA
LGA,1973-05-02T02:00:00Z,-73.8803,40.7794,55.94,50,80.4,120,7,NA,30.28,1025.4,7,NA,BKN,   ,   ,   ,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.94,METAR KLGA 020200Z 12007KT 7SM BKN080 13/10 A3028 RMK VA SLP254 T01330100,NA
LGA,1973-05-02T03:00:00Z,-73.8803,40.7794,55.94,50,80.4,140,7,NA,30.28,1025.4,7,NA,SCT,BKN,   ,   ,5000,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.94,METAR KLGA 020300Z 14007KT 7SM SCT050 BKN100 13/10 A3028 RMK / VA SLP254 8/570 T01330100 56007,NA
LGA,1973-05-02T04:00:00Z,-73.8803,40.7794,55.94,50.9,83.14,120,6,NA,30.28,1025.4,5,NA,SCT,OVC,   ,   ,5000,10000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,55.94,METAR KLGA 020400Z 12006KT 5SM DZ SCT050 OVC100 13/11 A3028 RMK SLP254 T01330105,NA
LGA,1973-05-02T06:00:00Z,-73.8803,40.7794,53.96,50,86.41,210,7,NA,30.25,1024.4,6,NA,BKN,OVC,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,53.96,METAR KLGA 020600Z 21007KT 6SM DZ BKN/// OVC/// 12/10 A//// RMK SLP244 T01220100,NA
LGA,1973-05-02T08:00:00Z,-73.8803,40.7794,53.96,50,86.41,130,5,NA,30.22,1023.4,6,NA,BKN,OVC,   ,   ,10000,15000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,53.96,METAR KLGA 020800Z 13005KT 6SM DZ BKN100 OVC150 12/10 A3022 RMK LGA5/1 SLP234 T01220100,NA
LGA,1973-05-02T09:00:00Z,-73.8803,40.7794,53.06,50,89.31,50,6,NA,30.21,1023,5,NA,SCT,BKN,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,53.06,METAR KLGA 020900Z 05006KT 5SM DZ SCT/// BKN/// 12/10 A//// RMK SLP230 T01170100,NA
LGA,1973-05-02T10:00:00Z,-73.8803,40.7794,52,50,92.86,70,5.04,NA,30.22,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,METAR KLGA 021000Z 06005KT 21/2SM FGDZ BKN100 OVC200 11/10 A3022 RMK BINOVCLGA5/1 SLP234 T01110100,NA
LGA,1973-05-02T11:00:00Z,-73.8803,40.7794,52,50,92.86,50,6,NA,30.22,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,METAR KLGA 021100Z 05006KT 21/2SM FGDZ BKN100 BKN160 OVC250 11/10 A3022 RMK / BINOVC VNA SLP234 T01110100,NA
LGA,1973-05-02T12:00:00Z,-73.8803,40.7794,54,51.1,89.88,70,6,NA,30.21,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,METAR KLGA 021200Z 06006KT 21/2SM FGDZ SCT/// BKN/// 12/11 A//// RMK SLP230 T01220106,NA
LGA,1973-05-02T13:00:00Z,-73.8803,40.7794,59,52.9,80.16,360,6,NA,30.21,NA,10.5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,METAR KLGA 021300Z 01006KT 21/2SM FGDZ SCT100 SCT250 15/12 A3021 RMK SLP230 T01500116,NA
LGA,1973-05-02T14:00:00Z,-73.8803,40.7794,61.88,52.88,72.31,20,10,NA,30.21,1023,3,NA,BKN,BKN,   ,   ,10000,25000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,61.88,METAR KLGA 021400Z 02010KT 3SM DZ BKN100 BKN250 17/12 A3021 RMK VA SLP230 T01660116,NA
LGA,1973-05-02T15:00:00Z,-73.8803,40.7794,64.94,55.04,70.28,40,8,NA,30.2,1022.7,4,NA,BKN,OVC,   ,   ,10000,25000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,64.94,METAR KLGA 021500Z 04008KT 4SM DZ BKN100 OVC250 18/13 A3020 RMK / SLP227 8/077 T01830128 58003,NA
LGA,1973-05-02T16:00:00Z,-73.8803,40.7794,66.92,54.86,65.18,170,8,NA,30.19,1022.4,4,NA,BKN,OVC,   ,   ,10000,25000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,66.92,METAR KLGA 021600Z 17008KT 4SM DZ BKN100 OVC250 19/13 A3019 RMK VA SLP224 T01940127,NA
LGA,1973-05-02T18:00:00Z,-73.8803,40.7794,66.92,55.04,65.61,180,12,NA,30.16,1021.3,6,NA,BKN,OVC,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,66.92,METAR KLGA 021800Z 18012KT 6SM DZ BKN/// OVC/// 19/13 A//// RMK SLP213 T01940128,NA
LGA,1973-05-02T19:00:00Z,-73.8803,40.7794,70.88,56.84,61.14,160,9,NA,30.15,1021,6,NA,BKN,OVC,   ,   ,10000,20000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,70.88,METAR KLGA 021900Z 16009KT 6SM DZ BKN100 OVC200 22/14 A3015 RMK VA SLP210 T02160138,NA
LGA,1973-05-02T20:00:00Z,-73.8803,40.7794,69.98,55.94,61.02,140,12,NA,30.12,1020,7,NA,BKN,OVC,   ,   ,10000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.98,METAR KLGA 022000Z 14012KT 7SM BKN100 OVC200 21/13 A3012 RMK WND120V160 VA SLP200 T02110133,NA
LGA,1973-05-02T21:00:00Z,-73.8803,40.7794,66.92,55.04,65.61,140,14,NA,30.1,1019.3,7,NA,SCT,BKN,OVC,   ,7000,10000,18000,NA,NA,NA,NA,NA,NA,NA,NA,66.92,METAR KLGA 022100Z 14014KT 7SM SCT070 BKN100 OVC180 19/13 A3010 RMK SLP193 8/07/ T01940128 58020,NA
LGA,1973-05-02T22:00:00Z,-73.8803,40.7794,64.94,53.96,67.57,170,10,NA,30.09,1019,7,NA,BKN,BKN,OVC,   ,7000,10000,18000,NA,NA,NA,NA,NA,NA,NA,NA,64.94,METAR KLGA 022200Z 17010KT 7SM BKN070 BKN100 OVC180 18/12 A3009 RMK VA SLP190 T01830122,NA
LGA,1973-05-02T23:00:00Z,-73.8803,40.7794,63.86,53.96,70.17,190,9,NA,30.09,1019,7,NA,BKN,BKN,OVC,   ,7000,10000,18000,NA,NA,NA,NA,NA,NA,NA,NA,63.86,METAR KLGA 022300Z 19009KT 7SM BKN070 BKN100 OVC180 18/12 A3009 RMK VA SLP190 T01770122,NA
LGA,1973-05-03T00:00:00Z,-73.8803,40.7794,62.06,53.96,74.75,160,7,NA,30.08,1018.6,6,NA,BKN,OVC,   ,   ,NA,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,62.06,METAR KLGA 030000Z 16007KT 6SM DZ BKN/// OVC/// 17/12 A//// RMK SLP186 T01670122,NA
LGA,1973-05-03T01:00:00Z,-73.8803,40.7794,60.98,52.88,74.65,200,6,NA,30.09,1019,8,NA,BKN,OVC,   ,   ,12000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.98,METAR KLGA 030100Z 20006KT 8SM BKN120 OVC200 16/12 A3009 RMK VA SLP190 T01610116,NA
LGA,1973-05-03T02:00:00Z,-73.8803,40.7794,61.88,52.88,72.31,130,8,NA,30.09,1019,7,NA,BKN,OVC,   ,   ,9000,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.88,METAR KLGA 030200Z 13008KT 7SM BKN090 OVC170 17/12 A3009 RMK VA SLP190 T01660116,NA
LGA,1973-05-03T03:00:00Z,-73.8803,40.7794,60.98,53.06,75.14,120,5,NA,30.07,1018.3,7,NA,BKN,BKN,OVC,   ,4000,10000,16000,NA,NA,NA,NA,NA,NA,NA,NA,60.98,METAR KLGA 030300Z 12005KT 7SM BKN040 BKN100 OVC160 16/12 A3007 RMK VA/ SLP183 8/57/ T01610117 58003,NA
LGA,1973-05-03T04:00:00Z,-73.8803,40.7794,60.98,52.88,74.65,80,6,NA,30.04,1017.3,7,NA,SCT,OVC,   ,   ,6000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.98,METAR KLGA 030400Z 08006KT 7SM SCT060 OVC120 16/12 A3004 RMK SLP173 T01610116,NA
LGA,1973-05-03T05:00:00Z,-73.8803,40.7794,59,52.88,80.1,170,9,NA,30.03,1016.9,7,NA,SCT,BKN,OVC,   ,6000,11000,20000,NA,NA,NA,NA,NA,NA,NA,NA,59,METAR KLGA 030500Z 17009KT 7SM SCT060 BKN110 OVC200 15/12 A3003 RMK SLP169 T01500116,NA
LGA,1973-05-03T06:00:00Z,-73.8803,40.7794,57.92,51.98,80.55,170,7,NA,30.01,1016.3,7,NA,BKN,BKN,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.92,METAR KLGA 030600Z 17007KT 7SM BKN/// BKN/// 14/11 A//// RMK SLP163 T01440111,NA
LGA,1973-05-03T07:00:00Z,-73.8803,40.7794,57.92,51.98,80.55,190,5,NA,29.99,1015.6,6,NA,BKN,OVC,   ,   ,10000,20000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,57.92,METAR KLGA 030700Z 19005KT 6SM DZ BKN100 OVC200 14/11 A2999 RMK SLP156 T01440111,NA
LGA,1973-05-03T08:00:00Z,-73.8803,40.7794,59,52.88,80.1,190,5,NA,29.98,1015.2,5,NA,OVC,   ,   ,   ,9000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,59,METAR KLGA 030800Z 19005KT 5SM DZ OVC090 15/12 A2998 RMK SLP152 T01500116,NA
LGA,1973-05-03T09:00:00Z,-73.8803,40.7794,60.08,53.06,77.59,180,7,NA,29.96,1014.6,5,NA,SCT,OVC,   ,   ,7000,10000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,60.08,METAR KLGA 030900Z 18007KT 5SM DZ SCT070 OVC100 16/12 A2996 RMK SLP146 8/07/ T01560117 57019,NA
LGA,1973-05-03T10:00:00Z,-73.8803,40.7794,59,52.88,80.1,170,6,NA,29.96,1014.6,4,NA,SCT,BKN,OVC,   ,7000,10000,15000,NA,DZ,NA,NA,NA,NA,NA,NA,59,METAR KLGA 031000Z 17006KT 4SM DZ SCT070 BKN100 OVC150 15/12 A2996 RMK SLP146 T01500116,NA
LGA,1973-05-03T11:00:00Z,-73.8803,40.7794,60.98,54.86,80.26,100,4,NA,29.95,1014.2,4,NA,SCT,OVC,   ,   ,6000,9000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,60.98,METAR KLGA 031100Z 10004KT 4SM DZ SCT060 OVC090 16/13 A2995 RMK BINOVC SLP142 T01610127,NA
LGA,1973-05-03T12:00:00Z,-73.8803,40.7794,64.04,57.02,77.92,190,7,NA,29.95,1014.2,5,NA,SCT,OVC,   ,   ,NA,NA,NA,NA,-SHRA DZ,NA,NA,NA,NA,NA,NA,64.04,METAR KLGA 031200Z 19007KT 5SM -SHRA DZ SCT/// OVC/// 18/14 A//// RMK SLP142 T01780139,NA
LGA,1973-05-03T13:00:00Z,-73.8803,40.7794,66.9,54.9,65.32,200,8,NA,29.94,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,METAR KLGA 031300Z 20008KT 4SM FUDZ SCT045 BKN090 19/13 A2994 RMK RE02 VA SLP139 T01940127,NA
LGA,1973-05-03T14:00:00Z,-73.8803,40.7794,70.9,57.9,63.48,210,8,NA,29.92,NA,5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,METAR KLGA 031400Z 21008KT 5SM FUDZ SCT045 BKN070 OVC090 22/14 A2992 RMK BINOVC VA SLP132 T02160144,NA
LGA,1973-05-03T15:00:00Z,-73.8803,40.7794,71.1,59,65.58,220,15.04,NA,29.9,NA,6,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,METAR KLGA 031500Z 22015KT 6SM FUDZ SCT070 BKN100 BKN230 22/15 A2990 RMK VA SLP125 8/071 T02170150 57017,NA
LGA,1973-05-03T16:00:00Z,-73.8803,40.7794,73.94,59,59.58,160,13,NA,29.87,1011.5,7,NA,SCT,BKN,   ,   ,10000,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.94,METAR KLGA 031600Z 16013KT 7SM SCT100 BKN210 23/15 A2987 RMK VA SLP115 T02330150,NA
LGA,1973-05-03T17:00:00Z,-73.8803,40.7794,68,56.8,67.37,160,12,NA,29.85,NA,6,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,METAR KLGA 031700Z 16012KT 6SM FUDZ SCT040 BKN080 BKN210 20/14 A2985 RMK RB46 E51 VA SLP108 T02000138,NA
LGA,1973-05-03T18:00:00Z,-73.8803,40.7794,69.1,57,65.35,150,12,NA,29.82,NA,6,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,METAR KLGA 031800Z 15012KT 6SM FUDZ SCT/// BKN/// OVC/// 21/14 A//// RMK SLP098 T02060139,NA
LGA,1973-05-03T19:00:00Z,-73.8803,40.7794,72.9,57.9,59.32,230,13.04,NA,29.79,NA,6,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9,METAR KLGA 031900Z 23013KT 6SM FUDZ SCT034 BKN070 OVC200 23/14 A2979 RMK VA SLP088 T02270144,NA
LGA,1973-05-03T19:27:00Z,-73.8803,40.7794,NA,NA,NA,190,13,NA,29.78,NA,4,NA,BKN,BKN,OVC,NA,3300,5900,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 031927Z AUTO 19013KT 4SM BKN033 BKN059 OVC148 A2978 RMK IEM_DS3505,NA
LGA,1973-05-03T20:00:00Z,-73.8803,40.7794,65.84,57.92,75.59,160,9,NA,29.78,1008.5,4,NA,BKN,BKN,OVC,   ,2900,5000,10000,NA,-SHRA DZ,NA,NA,NA,NA,NA,NA,65.84,METAR KLGA 032000Z 16009KT 4SM -SHRA DZ BKN029 BKN050 OVC100 19/14 A2978 RMK RB06E34B49 DARK SLP085 T01880144,NA
LGA,1973-05-03T20:04:00Z,-73.8803,40.7794,NA,NA,NA,270,21,NA,29.83,NA,1.5,33,SCT,BKN,OVC,NA,1500,2000,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 032004Z AUTO 27021G33KT 1 1/2SM SCT015 BKN020 OVC039 A2983 RMK IEM_DS3505,NA
LGA,1973-05-03T20:30:00Z,-73.8803,40.7794,NA,NA,NA,290,7,NA,NA,NA,6,NA,SCT,BKN,OVC,NA,2000,3400,9800,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 032030Z AUTO 29007KT 6SM SCT020 BKN034 OVC098 RMK IEM_DS3505,NA
LGA,1973-05-03T21:00:00Z,-73.8803,40.7794,64.94,59,81.07,150,4,0.46,29.78,1008.5,7,NA,SCT,BKN,OVC,   ,2000,4000,8000,NA,-SHRA,NA,NA,NA,NA,NA,NA,64.94,METAR KLGA 032100Z 15004KT 7SM -SHRA SCT020 BKN040 OVC080 18/15 A2978 RMK TB00E29 MOVD E PK 03 SLP085 P0046 77/33 T01830150 5207/,NA
LGA,1973-05-03T22:00:00Z,-73.8803,40.7794,64.94,59.9,83.72,180,10,0.01,29.8,1009.1,6,NA,SCT,BKN,OVC,   ,1500,3500,7000,NA,-SHRA,NA,NA,NA,NA,NA,NA,64.94,METAR KLGA 032200Z 18010KT 6SM -SHRA SCT015 BKN035 OVC070 18/16 A2980 RMK SLP091 P0001 T01830155,NA
LGA,1973-05-03T22:17:00Z,-73.8803,40.7794,NA,NA,NA,210,13,NA,29.81,NA,3,NA,SCT,BKN,OVC,NA,1300,2200,4900,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 032217Z AUTO 21013KT 3SM SCT013 BKN022 OVC049 A2981 RMK IEM_DS3505,NA
LGA,1973-05-03T23:00:00Z,-73.8803,40.7794,63.86,55.94,75.41,220,9,0.03,29.82,1009.8,7,NA,BKN,BKN,OVC,   ,2200,3000,7000,NA,-SHRA,NA,NA,NA,NA,NA,NA,63.86,METAR KLGA 032300Z 22009KT 7SM -SHRA BKN022 BKN030 OVC070 18/13 A2982 RMK SLP098 P0003 T01770133,NA
LGA,1973-05-04T00:00:00Z,-73.8803,40.7794,62.96,57.92,83.6,190,10,0.06,29.82,1009.8,5,NA,SCT,BKN,OVC,   ,NA,NA,NA,NA,-SHRA DZ,NA,NA,NA,NA,NA,NA,62.96,METAR KLGA 040000Z 19010KT 5SM -SHRA DZ SCT/// BKN/// OVC/// 17/14 A//// RMK SLP098 P0006 60051 T01720144,NA
LGA,1973-05-04T00:04:00Z,-73.8803,40.7794,NA,NA,NA,210,11,NA,29.84,NA,3,NA,BKN,BKN,OVC,NA,900,2500,6900,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 040004Z AUTO 21011KT 3SM BKN009 BKN025 OVC069 A2984 RMK IEM_DS3505,NA
LGA,1973-05-04T01:00:00Z,-73.8803,40.7794,57.9,32,37.31,200,10,0.01,29.84,NA,5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,METAR KLGA 040100Z 20010KT 5SM -SHRA DZ SCT013 BKN030 OVC050 14/M A2984 RMK SLPNO P0001 T0144////,NA
LGA,1973-05-04T02:00:00Z,-73.8803,40.7794,61.88,57.92,86.84,210,10,NA,29.84,1010.5,5,NA,SCT,OVC,   ,   ,800,3000,NA,NA,-SHRA DZ,NA,NA,NA,NA,NA,NA,61.88,METAR KLGA 040200Z 21010KT 5SM -SHRA DZ SCT008 OVC030 17/14 A2984 RMK SLP105 T01660144,NA
LGA,1973-05-04T02:04:00Z,-73.8803,40.7794,NA,NA,NA,210,12,NA,29.83,NA,7,NA,BKN,OVC,NA,NA,700,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLGA 040204Z AUTO 21012KT 7SM BKN007 OVC025 A2983 RMK IEM_DS3505,NA
LGA,1973-05-04T03:00:00Z,-73.8803,40.7794,60.98,55.94,83.47,200,11,NA,29.82,1009.8,7,NA,BKN,OVC,   ,   ,900,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.98,METAR KLGA 040300Z 20011KT 7SM BKN009 OVC020 16/13 A2982 RMK / RE02 SLP098 T01610133 50000,NA
LGA,1973-05-04T04:00:00Z,-73.8803,40.7794,60.98,53.96,77.66,270,13,NA,29.83,1010.2,7,NA,BKN,OVC,   ,   ,3300,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.98,METAR KLGA 040400Z 27013KT 7SM BKN033 OVC050 16/12 A2983 RMK SLP102 T01610122,NA
