station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LGA,1973-07-27T09:00:00Z,-73.8803,40.7794,73.94,68,81.71,190,9,NA,29.88,1011.9,10,NA,BKN,   ,   ,   ,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.94,METAR KLGA 270900Z 19009KT 10SM BKN050 23/20 A2988 RMK VALGA7/5 SLP119 8/500 T02330200 56008,NA
LGA,1973-07-27T10:00:00Z,-73.8803,40.7794,74.84,68.9,81.77,200,10,NA,29.87,1011.5,7,NA,SCT,BKN,OVC,   ,1700,6000,20000,NA,NA,NA,NA,NA,NA,NA,NA,75.87,METAR KLGA 271000Z 20010KT 7SM SCT017 BKN060 OVC200 24/20 A2987 RMK VALGA7/5 SLP115 T02380205,NA
LGA,1973-07-27T11:00:00Z,-73.8803,40.7794,75.92,69.98,81.85,210,11,NA,29.88,1011.9,7,NA,BKN,OVC,   ,   ,1500,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.06,METAR KLGA 271100Z 21011KT 7SM BKN015 OVC060 24/21 A2988 RMK VALGA7/5 SLP119 T02440211,NA
LGA,1973-07-27T12:00:00Z,-73.8803,40.7794,75.92,71.06,84.92,210,10,NA,29.88,1011.9,7,NA,BKN,OVC,   ,   ,1500,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2,METAR KLGA 271200Z 21010KT 7SM BKN015 OVC060 24/22 A2988 RMK VALGA7/5 SLP119 70012 T02440217,NA
LGA,1973-07-27T13:00:00Z,-73.8803,40.7794,77,71.96,84.46,210,11,NA,29.87,1011.5,5,NA,SCT,BKN,OVC,   ,1300,1600,5000,NA,DZ,NA,NA,NA,NA,NA,NA,78.37,METAR KLGA 271300Z 21011KT 5SM DZ SCT013 BKN016 OVC050 25/22 A2987 RMK RB28E40 VALGA7/5 SLP115 T02500222,NA
LGA,1973-07-27T14:00:00Z,-73.8803,40.7794,77.9,70.88,79.03,230,15,NA,29.87,1011.5,4,NA,SCT,OVC,   ,   ,1400,1800,NA,NA,DZ,NA,NA,NA,NA,NA,NA,80.1,METAR KLGA 271400Z 23015KT 4SM DZ SCT014 OVC018 25/22 A2987 RMK VA LGA7/5 SLP115 T02550216,NA
LGA,1973-07-27T15:00:00Z,-73.8803,40.7794,78.98,71.96,79.12,210,11,NA,29.88,1011.9,5,NA,SCT,OVC,   ,   ,1800,2100,NA,NA,DZ,NA,NA,NA,NA,NA,NA,82.08,METAR KLGA 271500Z 21011KT 5SM DZ SCT018 OVC021 26/22 A2988 RMK / VA LGA7/5 SLP119 8/5// T02610222 55002,NA
LGA,1973-07-27T17:00:00Z,-73.8803,40.7794,81.86,71.96,72.01,220,14,NA,29.86,1011.2,5,NA,BKN,OVC,   ,   ,2500,4000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,86.6,METAR KLGA 271700Z 22014KT 5SM DZ BKN025 OVC040 28/22 A2986 RMK LGA7/5 SLP112 T02770222,NA
LGA,1973-07-27T18:00:00Z,-73.8803,40.7794,84.02,71.96,67.15,200,12,NA,29.85,1010.8,5,NA,BKN,OVC,   ,   ,2500,4000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,89.62,METAR KLGA 271800Z 20012KT 5SM DZ BKN025 OVC040 29/22 A2985 RMK BINOVCLGA7/5 SLP108 T02890222,NA
LGA,1973-07-27T19:00:00Z,-73.8803,40.7794,83.84,72.86,69.62,170,11,NA,29.83,1010.2,6,NA,BKN,BKN,   ,   ,3000,4500,NA,NA,DZ,NA,NA,NA,NA,NA,NA,90.01,METAR KLGA 271900Z 17011KT 6SM DZ BKN030 BKN045 29/23 A2983 RMK 30V%LGA7/5 SLP102 T02880227,NA
LGA,1973-07-27T20:00:00Z,-73.8803,40.7794,84.92,72.86,67.25,160,13,NA,29.82,1009.8,6,NA,SCT,BKN,   ,   ,3000,25000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,91.51,METAR KLGA 272000Z 16013KT 6SM DZ SCT030 BKN250 29/23 A2982 RMK LGA7/5 VA SLP098 T02940227,NA
LGA,1973-07-27T21:00:00Z,-73.8803,40.7794,84.02,71.96,67.15,160,12,NA,29.81,1009.5,6,NA,BKN,BKN,   ,   ,3000,5000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,89.62,METAR KLGA 272100Z 16012KT 6SM DZ BKN030 BKN050 29/22 A2981 RMK / 1800LGA7/5 SLP095 T02890222 57012,NA
LGA,1973-07-27T22:00:00Z,-73.8803,40.7794,84.92,70.88,62.88,170,11,NA,29.81,1009.5,6,NA,BKN,   ,   ,   ,3000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,90.03,METAR KLGA 272200Z 17011KT 6SM DZ BKN030 29/22 A2981 RMK LGA7/5 VA SLP095 T02940216,NA
LGA,1973-07-27T23:00:00Z,-73.8803,40.7794,86,68.9,56.77,230,13,NA,29.81,1009.5,7,NA,SCT,   ,   ,   ,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.98,METAR KLGA 272300Z 23013KT 7SM SCT120 30/20 A2981 RMK WNDSHFT 2215LGA7/5 SLP095 T03000205,NA
LGA,1973-07-28T00:00:00Z,-73.8803,40.7794,82.94,69.08,63.03,170,11,NA,29.82,1009.8,7,NA,BKN,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.52,METAR KLGA 280000Z 17011KT 7SM BKN250 28/21 A2982 RMK LGA7/5 SLP098 T02830206,NA
LGA,1973-07-28T01:00:00Z,-73.8803,40.7794,79.88,68.9,69.21,190,10,NA,29.84,1010.5,7,NA,SCT,BKN,   ,   ,1500,20000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,82.67,METAR KLGA 280100Z 19010KT 7SM DZ SCT015 BKN200 27/20 A2984 RMK LGA7/5 SLP105 T02660205,NA
LGA,1973-07-28T02:00:00Z,-73.8803,40.7794,78.98,69.98,73.97,180,8,NA,29.86,1011.2,7,NA,BKN,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.69,METAR KLGA 280200Z 18008KT 7SM BKN250 26/21 A2986 RMK LGA7/5 SLP112 T02610211,NA
LGA,1973-07-28T03:00:00Z,-73.8803,40.7794,78.98,69.98,73.97,210,10,NA,29.87,1011.5,7,NA,BKN,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.69,METAR KLGA 280300Z 21010KT 7SM BKN250 26/21 A2987 RMK 1001LGA7/5 SLP115 T02610211 52017,NA
LGA,1973-07-28T04:00:00Z,-73.8803,40.7794,79.88,69.98,71.81,220,9,NA,29.87,1011.5,7,NA,SCT,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.97,METAR KLGA 280400Z 22009KT 7SM SCT250 27/21 A2987 RMK LGA7/5 SLP115 T02660211,NA
LGA,1973-07-28T05:00:00Z,-73.8803,40.7794,80.96,69.98,69.32,220,13,NA,29.88,1011.9,7,NA,SCT,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.44,METAR KLGA 280500Z 22013KT 7SM SCT250 27/21 A2988 RMK LGA7/5 SLP119 T02720211,NA
LGA,1973-07-28T06:00:00Z,-73.8803,40.7794,80.06,71.06,74.07,240,13,NA,29.89,1012.2,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.56,METAR KLGA 280600Z 24013KT 7SM CLR 27/22 A2989 RMK LGA7/5 SLP122 T02670217,NA
LGA,1973-07-28T07:00:00Z,-73.8803,40.7794,78.98,70.88,76.27,240,7,NA,29.89,1012.2,7,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86,METAR KLGA 280700Z 24007KT 7SM CLR 26/22 A2989 RMK LGA7/5 SLP122 T02610216,NA
LGA,1973-07-28T08:00:00Z,-73.8803,40.7794,78.98,70.88,76.27,240,9,NA,29.89,1012.2,5,NA,SCT,   ,   ,   ,4500,NA,NA,NA,FU,NA,NA,NA,NA,NA,NA,81.86,METAR KLGA 280800Z 24009KT 5SM FU SCT045 26/22 A2989 RMK LGA7/5 SLP122 T02610216,NA
LGA,1973-07-28T09:00:00Z,-73.8803,40.7794,78.08,71.06,79.05,220,9,NA,29.9,1012.5,5,NA,BKN,   ,   ,   ,12000,NA,NA,NA,FU,NA,NA,NA,NA,NA,NA,80.42,METAR KLGA 280900Z 22009KT 5SM FU BKN120 26/22 A2990 RMK 1070LGA7/5 SLP125 T02560217 53005,NA
LGA,1973-07-28T10:00:00Z,-73.8803,40.7794,77,70,79.02,220,8,NA,29.91,NA,4,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.11,METAR KLGA 281000Z 22008KT 4SM FUDZ SCT120 BKN250 25/21 A2991 RMK LGA7/5 SLP129 T02500211,NA
LGA,1973-07-28T11:00:00Z,-73.8803,40.7794,77,70,79.02,140,5.04,NA,29.91,NA,5,NA,   ,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.11,METAR KLGA 281100Z 14005KT 5SM FUDZ BKN250 25/21 A2991 RMK VALGA7/5 SLP129 T02500211,NA
LGA,1973-07-28T12:00:00Z,-73.8803,40.7794,78.08,69.08,73.88,250,6,NA,29.92,1013.2,7,NA,BKN,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.26,METAR KLGA 281200Z 25006KT 7SM BKN250 26/21 A2992 RMK VALGA7/5 SLP132 T02560206,NA
LGA,1973-07-28T13:00:00Z,-73.8803,40.7794,79.88,68,67.1,230,6,NA,29.94,1013.9,6,NA,BKN,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,82.43,METAR KLGA 281300Z 23006KT 6SM DZ BKN250 27/20 A2994 RMK VALGA7/5 SLP139 T02660200,NA
LGA,1973-07-28T14:00:00Z,-73.8803,40.7794,81.86,69.98,67.32,330,6,NA,29.94,1013.9,5,NA,OVC,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,85.62,METAR KLGA 281400Z 33006KT 5SM DZ OVC250 28/21 A2994 RMK VALGA7/5 SLP139 T02770211,NA
LGA,1973-07-28T15:00:00Z,-73.8803,40.7794,82.94,68,60.74,320,7,NA,29.94,1013.9,5,NA,OVC,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,85.99,METAR KLGA 281500Z 32007KT 5SM DZ OVC250 28/20 A2994 RMK / VALGA7/5 SLP139 8/007 T02830200 51007,NA
LGA,1973-07-28T16:00:00Z,-73.8803,40.7794,84.92,62.96,47.82,260,8,NA,29.94,1013.9,6,NA,SCT,OVC,   ,   ,10000,25000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,85.83,METAR KLGA 281600Z 26008KT 6SM DZ SCT100 OVC250 29/17 A2994 RMK VALGA7/5 SLP139 T02940172,NA
LGA,1973-07-28T17:00:00Z,-73.8803,40.7794,86.9,62.96,44.88,230,9,NA,29.93,1013.5,8,NA,SCT,OVC,   ,   ,12000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.75,METAR KLGA 281700Z 23009KT 8SM SCT120 OVC250 31/17 A2993 RMK VALGA7/5 SLP135 T03050172,NA
LGA,1973-07-28T18:00:00Z,-73.8803,40.7794,87.98,60.98,40.44,210,11,NA,29.92,1013.2,8,NA,SCT,BKN,OVC,   ,6000,12000,25000,NA,NA,NA,NA,NA,NA,NA,NA,87.99,METAR KLGA 281800Z 21011KT 8SM SCT060 BKN120 OVC250 31/16 A2992 RMK VALGA7/5 SLP132 T03110161,NA
LGA,1973-07-28T19:00:00Z,-73.8803,40.7794,86.9,64.94,48.11,190,13,NA,29.92,1013.2,9,NA,SCT,OVC,   ,   ,12000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.67,METAR KLGA 281900Z 19013KT 9SM SCT120 OVC250 31/18 A2992 RMK FEW CU N VALGA7/5 SLP132 T03050183,NA
LGA,1973-07-28T20:00:00Z,-73.8803,40.7794,86,66.92,53.03,180,12,NA,29.91,1012.9,7,NA,OVC,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.78,METAR KLGA 282000Z 18012KT 7SM OVC250 30/19 A2991 RMK VALGA7/5 SLP129 T03000194,NA
LGA,1973-07-28T21:00:00Z,-73.8803,40.7794,84.02,64.94,52.75,190,15,NA,29.91,1012.9,6,NA,BKN,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,85.76,METAR KLGA 282100Z 19015KT 6SM DZ BKN250 29/18 A2991 RMK VALGA7/5 SLP129 8/008 T02890183 58005,NA
LGA,1973-07-28T22:00:00Z,-73.8803,40.7794,79.88,66.92,64.64,150,14,NA,29.91,1012.9,6,NA,BKN,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,82.16,METAR KLGA 282200Z 15014KT 6SM DZ BKN250 27/19 A2991 RMK VALGA7/5 SLP129 T02660194,NA
LGA,1973-07-28T23:00:00Z,-73.8803,40.7794,78.98,68.9,71.28,160,12,NA,29.89,1012.2,5,NA,OVC,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,81.49,METAR KLGA 282300Z 16012KT 5SM DZ OVC250 26/20 A2989 RMK LGA7/5 SLP122 T02610205,NA
LGA,1973-07-29T00:00:00Z,-73.8803,40.7794,78.98,69.98,73.97,180,11,NA,29.89,1012.2,5,NA,OVC,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,81.69,METAR KLGA 290000Z 18011KT 5SM DZ OVC250 26/21 A2989 RMK LGA7/5 SLP122 T02610211,NA
LGA,1973-07-29T01:00:00Z,-73.8803,40.7794,77,68.9,76.1,150,9,NA,29.89,1012.2,5,NA,OVC,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,77,METAR KLGA 290100Z 15009KT 5SM DZ OVC250 25/20 A2989 RMK VALGA7/5 SLP122 T02500205,NA
LGA,1973-07-29T02:00:00Z,-73.8803,40.7794,75.92,68.9,78.88,160,8,NA,29.9,1012.5,5,NA,OVC,   ,   ,   ,25000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,75.92,METAR KLGA 290200Z 16008KT 5SM DZ OVC250 24/20 A2990 RMK VALGA7/5 SLP125 T02440205,NA
LGA,1973-07-29T03:00:00Z,-73.8803,40.7794,75.02,69.08,81.79,180,7,NA,29.91,1012.9,5,NA,OVC,   ,   ,   ,20000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,76.07,METAR KLGA 290300Z 18007KT 5SM DZ OVC200 24/21 A2991 RMK / VALGA7/5 SLP129 8/007 T02390206 52008,NA
LGA,1973-07-29T04:00:00Z,-73.8803,40.7794,73.94,69.98,87.45,180,8,NA,29.9,1012.5,6,NA,OVC,   ,   ,   ,20000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,75.14,METAR KLGA 290400Z 18008KT 6SM DZ OVC200 23/21 A2990 RMK LGA7/5 SLP125 T02330211,NA
LGA,1973-07-29T05:00:00Z,-73.8803,40.7794,73.94,68.9,84.28,170,7,NA,29.89,1012.2,10,NA,BKN,   ,   ,   ,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,METAR KLGA 290500Z 17007KT 10SM BKN300 23/20 A2989 RMK LGA7/5 SLP122 T02330205,NA
LGA,1973-07-29T06:00:00Z,-73.8803,40.7794,73.94,69.08,84.8,160,5,NA,29.89,1012.2,9,NA,OVC,   ,   ,   ,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.02,METAR KLGA 290600Z 16005KT 9SM OVC300 23/21 A2989 RMK LGA7/5 SLP122 T02330206,NA
LGA,1973-07-29T07:00:00Z,-73.8803,40.7794,74.84,68.9,81.77,170,6,NA,29.87,1011.5,8,NA,SCT,OVC,   ,   ,8000,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.87,METAR KLGA 290700Z 17006KT 8SM SCT080 OVC300 24/20 A2987 RMK DSNT LTG NWLGA7/5 SLP115 T02380205,NA
LGA,1973-07-29T08:00:00Z,-73.8803,40.7794,74.84,69.98,84.85,210,7,NA,29.86,1011.2,8,NA,BKN,OVC,   ,   ,1800,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.01,METAR KLGA 290800Z 21007KT 8SM BKN018 OVC100 24/21 A2986 RMK LGA7/5 SLP112 T02380211,NA
LGA,1973-07-29T09:00:00Z,-73.8803,40.7794,75.02,71.06,87.5,240,6,NA,29.87,1011.5,7,NA,BKN,OVC,   ,   ,1400,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.33,METAR KLGA 290900Z 24006KT 7SM BKN014 OVC070 24/22 A2987 RMK VSBY LWR W / 155/LGA7/5 SLP115 T02390217 55008,NA
LGA,1973-07-29T10:00:00Z,-73.8803,40.7794,74.84,69.98,84.85,250,6,NA,29.87,1011.5,5,NA,SCT,OVC,   ,   ,1400,20000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,76.01,METAR KLGA 291000Z 25006KT 5SM DZ SCT014 OVC200 24/21 A2987 RMK VALGA7/5 SLP115 T02380211,NA
LGA,1973-07-29T11:00:00Z,-73.8803,40.7794,73.94,69.98,87.45,290,4,NA,29.88,1011.9,5,NA,SCT,BKN,   ,   ,10000,30000,NA,NA,DZ,NA,NA,NA,NA,NA,NA,75.14,METAR KLGA 291100Z 29004KT 5SM DZ SCT100 BKN300 23/21 A2988 RMK VALGA7/5 SLP119 T02330211,NA
LGA,1973-07-29T12:00:00Z,-73.8803,40.7794,75.92,69.98,81.85,300,5,NA,29.89,1012.2,5,NA,FEW,   ,   ,   ,30000,NA,NA,NA,DZ,NA,NA,NA,NA,NA,NA,77.06,METAR KLGA 291200Z 30005KT 5SM DZ FEW300 24/21 A2989 RMK VALGA7/5 SLP122 T02440211,NA
LGA,1973-07-29T13:00:00Z,-73.8803,40.7794,77.9,65.84,66.46,310,5,NA,29.89,1012.2,8,NA,BKN,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,METAR KLGA 291300Z 31005KT 8SM BKN250 25/19 A2989 RMK VALGA7/5 SLP122 T02550188,NA
LGA,1973-07-29T14:00:00Z,-73.8803,40.7794,79.88,63.86,58.11,320,7,NA,29.89,1012.2,10,NA,SCT,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,METAR KLGA 291400Z 32007KT 10SM SCT250 27/18 A2989 RMK VALGA7/5 SLP122 T02660177,NA
LGA,1973-07-29T15:00:00Z,-73.8803,40.7794,80.96,64.04,56.45,300,8,NA,29.9,1012.5,10,NA,SCT,   ,   ,   ,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.52,METAR KLGA 291500Z 30008KT 10SM SCT250 27/18 A2990 RMK / VALGA7/5 SLP125 8/001 T02720178 53005,NA
LGA,1973-07-29T16:00:00Z,-73.8803,40.7794,82.94,62.96,50.97,340,7,NA,29.89,1012.5,10,NA,SCT,BKN,   ,   ,10000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,METAR KLGA 291600Z 34007KT 10SM SCT100 BKN250 28/17 A2989 RMK LGA7/5 SLP125 T02830172,NA
LGA,1973-07-29T17:00:00Z,-73.8803,40.7794,83.84,62.96,49.51,320,4,NA,29.89,1012.5,10,NA,SCT,SCT,SCT,   ,4500,12000,25000,NA,NA,NA,NA,NA,NA,NA,NA,84.82,METAR KLGA 291700Z 32004KT 10SM SCT045 SCT120 SCT250 29/17 A2989 RMK LGA7/5 SLP125 T02880172,NA
LGA,1973-07-29T18:00:00Z,-73.8803,40.7794,86,64.04,47.97,300,10,NA,29.89,1012.2,10,NA,SCT,SCT,   ,   ,4500,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.33,METAR KLGA 291800Z 30010KT 10SM SCT045 SCT250 30/18 A2989 RMK LGA7/5 SLP122 T03000178,NA
LGA,1973-07-29T19:00:00Z,-73.8803,40.7794,83.84,62.96,49.51,300,8,NA,29.89,1012.2,10,NA,BKN,   ,   ,   ,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.82,METAR KLGA 291900Z 30008KT 10SM BKN045 29/17 A2989 RMK LGA7/5 SLP122 T02880172,NA
LGA,1973-07-29T20:00:00Z,-73.8803,40.7794,81.86,64.94,56.57,310,11,NA,29.9,1012.5,10,NA,BKN,   ,   ,   ,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.64,METAR KLGA 292000Z 31011KT 10SM BKN045 28/18 A2990 RMK LGA7/5 SLP125 T02770183,NA
LGA,1973-07-29T21:00:00Z,-73.8803,40.7794,80.96,62.96,54.35,320,9,NA,29.9,1012.5,10,NA,BKN,BKN,   ,   ,4500,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.24,METAR KLGA 292100Z 32009KT 10SM BKN045 BKN120 27/17 A2990 RMK / 1250LGA7/5 SLP125 T02720172 51003,NA
LGA,1973-07-29T22:00:00Z,-73.8803,40.7794,79.88,63.86,58.11,300,9,NA,29.9,1012.5,10,NA,SCT,BKN,   ,   ,5000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,METAR KLGA 292200Z 30009KT 10SM SCT050 BKN120 27/18 A2990 RMK LG SLP125 T02660177 570/5,NA
LGA,1973-07-29T23:00:00Z,-73.8803,40.7794,80.96,63.86,56.1,270,10,NA,29.91,1012.9,10,NA,SCT,BKN,   ,   ,5000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.47,METAR KLGA 292300Z 27010KT 10SM SCT050 BKN120 27/18 A2991 RMK LGA7/5 SLP129 T02720177,NA
LGA,1973-07-30T00:00:00Z,-73.8803,40.7794,78.98,64.94,62.16,320,9,NA,29.93,1013.5,10,NA,SCT,BKN,   ,   ,5000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.82,METAR KLGA 300000Z 32009KT 10SM SCT050 BKN120 26/18 A2993 RMK LGA7/5 SLP135 T02610183,NA
LGA,1973-07-30T01:00:00Z,-73.8803,40.7794,77.9,61.88,57.85,310,8,NA,29.94,1013.9,15,NA,SCT,OVC,   ,   ,5000,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,METAR KLGA 300100Z 31008KT 15SM SCT050 OVC110 25/17 A2994 RMK BINOVCLGA7/5 SLP139 T02550166,NA
LGA,1973-07-30T02:00:00Z,-73.8803,40.7794,77.9,62.96,60.1,330,5,NA,29.96,1014.6,15,NA,BKN,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,METAR KLGA 300200Z 33005KT 15SM BKN100 25/17 A2996 RMK LGA7/5 SLP146 T02550172,NA
LGA,1973-07-30T03:00:00Z,-73.8803,40.7794,77,62.96,61.91,340,5,NA,29.97,1014.9,15,NA,BKN,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,METAR KLGA 300300Z 34005KT 15SM BKN100 25/17 A2997 RMK / 1030LGA7/5 SLP149 T02500172 51014,NA
LGA,1973-07-30T04:00:00Z,-73.8803,40.7794,74.84,62.96,66.53,330,4,NA,29.97,1014.9,15,NA,SCT,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.84,METAR KLGA 300400Z 33004KT 15SM SCT100 24/17 A2997 RMK LGA7/5 SLP149 T02380172,NA
LGA,1973-07-30T05:00:00Z,-73.8803,40.7794,74.84,62.96,66.53,320,4,NA,29.98,1015.2,15,NA,SCT,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.84,METAR KLGA 300500Z 32004KT 15SM SCT100 24/17 A2998 RMK LGA7/5 SLP152 T02380172,NA
LGA,1973-07-30T06:00:00Z,-73.8803,40.7794,73.94,62.96,68.57,300,4,NA,29.98,1015.2,15,NA,SCT,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.94,METAR KLGA 300600Z 30004KT 15SM SCT100 23/17 A2998 RMK LGA7/5 SLP152 T02330172,NA
LGA,1973-07-30T07:00:00Z,-73.8803,40.7794,72.86,62.96,71.11,320,3,NA,29.99,1015.1,15,NA,SCT,   ,   ,   ,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.86,METAR KLGA 300700Z 32003KT 15SM SCT100 23/17 A2999 RMK LGA7/5 SLP151 T02270172,NA
LGA,1973-07-30T08:00:00Z,-73.8803,40.7794,71.96,61.88,70.56,30,6,NA,30,1015.9,15,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.96,METAR KLGA 300800Z 03006KT 15SM CLR 22/17 A3000 RMK LGA7/5 SLP159 T02220166,NA
LGA,1973-07-30T09:00:00Z,-73.8803,40.7794,71.06,62.96,75.57,30,5,NA,30.01,1016.3,15,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.06,METAR KLGA 300900Z 03005KT 15SM CLR 22/17 A3001 RMK 208LGA7/5 SLP163 T02170172,NA
LGA,1973-07-30T10:00:00Z,-73.8803,40.7794,69.98,62.96,78.41,20,5,NA,30.02,1016.6,15,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.98,METAR KLGA 301000Z 02005KT 15SM CLR 21/17 A3002 RMK KOCTYLGA7/5 SLP166 T02110172,NA
LGA,1973-07-30T12:00:00Z,-73.8803,40.7794,73.04,64.04,73.41,60,5,NA,30.05,1017.6,10,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.04,METAR KLGA 301200Z 06005KT 10SM CLR 23/18 A3005 RMK LGA7/5 SLP176 T02280178,NA
LGA,1973-07-30T13:00:00Z,-73.8803,40.7794,73.94,63.86,70.77,60,7,NA,30.05,1017.6,15,NA,CLR,   ,   ,   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.94,METAR KLGA 301300Z 06007KT 15SM CLR 23/18 A3005 RMK FEW CI NWXVALGA7/5 SLP176 T02330177,NA
LGA,1973-07-30T14:00:00Z,-73.8803,40.7794,77,63.86,63.9,90,8,NA,30.05,1017.6,15,NA,SCT,   ,   ,   ,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,METAR KLGA 301400Z 09008KT 15SM SCT030 25/18 A3005 RMK VALGA 7/19 ILS 4 OTS7/5 SLP176 T02500177,NA
LGA,1973-07-30T15:00:00Z,-73.8803,40.7794,78.98,64.94,62.16,60,8,NA,30.06,1018,15,NA,SCT,   ,   ,   ,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.82,METAR KLGA 301500Z 06008KT 15SM SCT035 26/18 A3006 RMK / 1100LGA7/5 7/19 SLP180 T02610183 52003,NA
LGA,1973-07-30T16:00:00Z,-73.8803,40.7794,79.88,62.96,56.31,60,8,NA,30.06,1018,15,NA,SCT,   ,   ,   ,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,METAR KLGA 301600Z 06008KT 15SM SCT040 27/17 A3006 RMK VALGA7/5 7/19 SLP180 T02660172,NA
